SeniorCitizen,Partner,Dependents,tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,Yes,Yes,31,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,3243.45,1
0,Yes,Yes,61,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,1182.55,1
0,Yes,Yes,19,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.6,485.9,0
0,No,Yes,1,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,24.7,0
1,Yes,Yes,70,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,0
1,No,No,45,Yes,No,Yes,No,One year,No,Credit card (automatic),62.7,2791.5,1
0,Yes,Yes,66,No,No,No,No,One year,Yes,Bank transfer (automatic),74.25,4859.25,0
0,Yes,Yes,71,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,1626.4,0
0,No,No,22,No,Yes,No,No,Month-to-month,Yes,Mailed check,84.3,1855.65,1
0,Yes,Yes,28,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,543.0,0
0,Yes,Yes,71,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1813.35,0
0,Yes,Yes,59,Yes,No,Yes,Yes,Two year,Yes,Mailed check,76.45,4519.5,0
1,No,No,38,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),70.15,2497.35,1
0,Yes,Yes,55,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,0
0,No,No,50,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.1,4549.45,0
0,Yes,Yes,58,No,Yes,No,Yes,One year,Yes,Credit card (automatic),94.7,5430.35,0
0,No,No,18,Yes,No,Yes,No,Month-to-month,No,Mailed check,33.6,550.35,0
0,Yes,No,51,No,Yes,No,No,One year,Yes,Credit card (automatic),90.35,4614.55,0
0,Yes,Yes,71,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.35,6325.25,0
0,Yes,Yes,58,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,0
0,Yes,No,51,No,No,No,No,Month-to-month,Yes,Electronic check,94.65,4812.75,1
0,Yes,Yes,23,No,Yes,Yes,Yes,One year,No,Mailed check,86.8,1940.8,0
1,Yes,No,32,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.9,3351.55,1
0,Yes,Yes,40,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.85,2036.55,0
0,Yes,No,2,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.35,190.5,0
0,No,No,38,No,No,No,No,One year,Yes,Mailed check,89.1,3342.0,0
0,Yes,Yes,34,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.85,1442.6,0
0,No,No,7,No,No,No,No,Month-to-month,No,Mailed check,54.85,370.4,0
1,No,No,67,No,No,No,No,Month-to-month,Yes,Mailed check,75.7,5060.85,0
0,Yes,No,72,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),104.8,7470.1,0
1,No,No,20,No,No,No,No,Month-to-month,Yes,Electronic check,81.45,1671.6,0
0,No,No,46,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,93.7,4154.8,1
0,Yes,Yes,47,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,873.4,0
0,Yes,No,72,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,64.7,4746.05,0
1,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,72.1,72.1,0
0,Yes,Yes,12,No,Yes,No,Yes,Month-to-month,No,Mailed check,35.5,432.25,0
0,No,Yes,1,No,Yes,No,Yes,Month-to-month,No,Mailed check,33.6,33.6,0
0,Yes,No,72,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.75,7758.9,0
0,Yes,No,61,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1278.8,0
0,No,Yes,51,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),60.15,3077.0,0
1,Yes,No,3,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.9,267.4,1
0,No,No,42,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,0
0,Yes,Yes,34,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,894.3,0
0,Yes,Yes,8,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.75,759.55,0
1,No,No,18,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.7,1294.6,0
1,Yes,No,3,No,No,No,No,Month-to-month,Yes,Mailed check,36.45,93.7,1
1,Yes,No,57,No,Yes,Yes,No,One year,Yes,Credit card (automatic),71.1,4140.1,0
0,No,No,2,No,No,No,No,Month-to-month,Yes,Electronic check,75.9,143.35,1
0,Yes,Yes,60,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,1161.75,0
0,Yes,No,69,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),60.25,4055.5,0
0,Yes,No,56,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),109.8,6109.65,0
1,No,No,16,No,Yes,No,No,Month-to-month,Yes,Mailed check,39.0,679.85,1
1,Yes,No,55,No,No,Yes,Yes,Two year,No,Credit card (automatic),88.8,4805.3,0
0,No,No,25,No,No,No,No,Month-to-month,No,Mailed check,70.95,1767.35,1
0,No,No,1,No,No,No,No,Month-to-month,No,Electronic check,45.15,45.15,1
0,Yes,Yes,57,Yes,Yes,No,No,One year,No,Electronic check,53.45,3053.0,0
1,Yes,No,71,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,0
0,No,No,21,No,Yes,No,No,Month-to-month,Yes,Electronic check,82.35,1852.85,1
1,Yes,No,20,No,No,No,No,Month-to-month,Yes,Electronic check,94.55,1899.65,1
0,Yes,No,59,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),41.05,2452.7,1
0,No,No,46,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.2,908.15,0
0,Yes,Yes,10,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,0
0,Yes,Yes,15,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,335.95,0
0,No,No,12,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,1059.55,1
0,No,Yes,1,No,No,No,No,Month-to-month,Yes,Electronic check,25.3,25.3,1
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,1
0,No,Yes,3,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.7,169.45,1
0,Yes,No,10,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.95,568.85,0
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,70.85,70.85,1
0,No,No,33,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,2406.1,0
0,No,No,3,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,63.15,0
0,No,No,31,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.95,683.25,0
0,Yes,Yes,37,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.45,911.6,0
1,No,No,60,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,6441.4,1
1,No,No,46,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.45,4863.85,0
0,No,No,19,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.25,1490.95,1
0,No,No,28,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,35.75,961.4,0
0,Yes,Yes,9,No,Yes,No,Yes,One year,Yes,Mailed check,65.6,593.3,0
0,Yes,No,49,No,Yes,No,No,Two year,Yes,Electronic check,94.8,4690.65,0
0,No,No,45,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,0
1,No,No,17,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,1
0,Yes,No,66,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),106.05,6981.35,1
1,No,No,21,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,1
1,Yes,No,60,No,No,Yes,No,One year,Yes,Credit card (automatic),100.5,6029.0,0
0,No,No,70,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.05,1856.4,0
0,No,No,72,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1566.9,0
0,Yes,No,54,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1102.4,0
0,No,No,11,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,215.25,0
0,No,No,51,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.0,5038.15,0
0,Yes,No,1,No,No,No,No,Month-to-month,No,Mailed check,55.2,55.2,1
0,No,No,1,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,1
1,No,No,67,No,Yes,No,No,Month-to-month,No,Electronic check,54.9,3725.5,0
0,Yes,Yes,5,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,99.45,0
0,Yes,No,22,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.7,1914.9,1
0,Yes,No,27,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,0
0,Yes,No,3,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,45.75,0
1,No,No,66,No,No,Yes,Yes,One year,Yes,Credit card (automatic),102.85,6976.75,0
0,No,No,24,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),56.35,1381.2,0
0,No,Yes,27,Yes,Yes,No,No,One year,No,Mailed check,56.2,1567.55,0
0,No,No,1,No,No,No,No,Month-to-month,Yes,Mailed check,75.05,75.05,1
0,Yes,No,46,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),55.0,2473.95,0
0,Yes,No,68,Yes,Yes,Yes,Yes,Two year,No,Mailed check,118.6,7990.05,0
0,No,No,14,Yes,No,No,Yes,One year,No,Mailed check,55.7,795.15,0
0,No,Yes,27,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.85,788.55,0
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,0
0,Yes,Yes,42,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.7,828.85,0
0,No,No,59,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.65,3735.45,0
1,Yes,Yes,60,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,0
1,Yes,No,59,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),64.05,3886.85,0
0,Yes,Yes,24,Yes,No,No,No,Month-to-month,No,Electronic check,54.75,1338.15,1
0,Yes,No,24,Yes,No,No,Yes,Month-to-month,No,Mailed check,53.6,1315.35,0
1,No,No,28,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.15,3152.5,1
1,Yes,Yes,10,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),34.55,362.6,0
0,Yes,No,13,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,76.2,981.45,0
0,No,No,63,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.6,1298.7,0
0,No,No,3,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,1
0,No,No,49,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,1
0,Yes,Yes,27,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,583.3,0
0,Yes,Yes,5,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),64.4,316.9,0
0,No,No,18,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,358.5,0
0,No,Yes,3,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,0
0,No,No,46,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,0
0,Yes,Yes,71,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.05,4492.9,0
0,No,No,1,No,No,No,No,Month-to-month,No,Mailed check,45.6,45.6,0
1,Yes,No,50,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),101.9,5265.5,0
0,No,No,31,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.45,2435.15,1
0,Yes,No,70,Yes,Yes,No,Yes,Two year,No,Mailed check,67.95,4664.15,0
0,No,No,55,No,Yes,Yes,No,Two year,Yes,Mailed check,64.75,3617.1,0
0,No,No,17,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,94.4,1617.5,1
1,No,No,5,No,Yes,No,No,Month-to-month,Yes,Electronic check,89.8,502.6,1
0,No,No,22,No,No,No,No,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,1
0,No,No,6,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,1
0,No,No,9,No,No,No,No,Month-to-month,Yes,Electronic check,83.3,803.3,1
0,No,No,36,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,75.55,2680.15,0
0,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,0
0,No,No,2,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.85,197.7,1
0,No,No,9,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.8,809.75,1
0,No,No,6,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,1
0,Yes,Yes,69,Yes,No,No,Yes,Two year,No,Credit card (automatic),61.4,4059.85,0
0,Yes,Yes,54,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.35,1092.35,0
1,Yes,No,44,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.35,1359.7,1
0,Yes,Yes,23,Yes,No,No,Yes,One year,No,Credit card (automatic),57.2,1423.35,0
0,No,No,27,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,0
0,No,No,2,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.25,181.65,1
0,No,No,2,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.75,146.9,1
0,No,No,26,No,No,No,Yes,One year,No,Credit card (automatic),59.45,1507.0,0
0,Yes,Yes,1,No,No,No,Yes,Month-to-month,No,Electronic check,40.1,40.1,1
0,Yes,Yes,4,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,77.6,0
0,No,No,27,No,No,No,No,Month-to-month,No,Mailed check,49.0,1291.35,0
0,No,No,50,No,Yes,No,Yes,Two year,Yes,Mailed check,100.2,5038.45,0
0,No,No,35,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.15,638.0,0
0,Yes,Yes,66,Yes,No,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,0
0,Yes,Yes,63,Yes,Yes,Yes,Yes,Two year,No,Mailed check,63.55,4014.2,0
0,Yes,No,17,No,No,Yes,Yes,One year,No,Electronic check,54.6,934.8,0
0,Yes,Yes,71,Yes,Yes,Yes,Yes,Two year,No,Mailed check,71.1,5224.95,0
0,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.95,19.95,1
0,Yes,Yes,54,No,Yes,No,Yes,One year,Yes,Electronic check,105.2,5637.85,0
0,Yes,Yes,16,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.95,1882.55,0
0,No,No,29,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,702.0,0
0,No,Yes,5,No,No,No,Yes,Month-to-month,Yes,Mailed check,51.0,286.8,0
1,Yes,Yes,26,No,Yes,Yes,No,Month-to-month,No,Electronic check,105.75,2710.25,1
0,No,No,41,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),99.65,4220.35,0
0,Yes,No,69,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),105.35,7240.65,0
0,Yes,Yes,18,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,428.45,0
0,No,No,43,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,0
1,No,No,71,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,0
1,Yes,No,2,No,No,Yes,No,Month-to-month,No,Electronic check,79.2,172.85,1
1,Yes,No,1,No,No,No,No,Month-to-month,No,Electronic check,74.3,74.3,0
0,No,No,31,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.9,2806.9,1
0,Yes,No,56,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),80.3,4513.65,0
1,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,74.2,1
0,Yes,Yes,69,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.6,1673.4,0
0,Yes,No,50,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.4,4914.9,0
1,No,No,18,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),103.6,1806.35,0
0,No,No,3,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.9,315.3,1
0,No,No,11,No,No,Yes,Yes,One year,No,Bank transfer (automatic),53.8,651.55,0
0,Yes,Yes,37,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.8,3340.55,0
0,No,No,67,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.4,3579.15,0
0,Yes,No,66,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),66.1,4428.45,0
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20.0,0
0,Yes,No,42,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,4014.6,0
0,Yes,No,59,Yes,Yes,Yes,Yes,Two year,No,Electronic check,113.75,6561.25,0
0,No,No,35,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,96.75,3403.4,0
0,No,No,44,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.4,4063.0,0
0,Yes,No,21,No,No,Yes,Yes,One year,No,Electronic check,79.2,1742.45,0
0,Yes,Yes,17,No,No,No,No,Month-to-month,Yes,Electronic check,85.45,1451.6,1
0,Yes,Yes,22,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,400.3,0
0,Yes,Yes,55,Yes,No,No,No,One year,No,Credit card (automatic),59.45,3157.0,0
0,No,No,6,No,Yes,No,No,Month-to-month,Yes,Electronic check,90.1,521.3,1
0,No,No,51,No,Yes,Yes,No,One year,Yes,Credit card (automatic),56.4,2928.5,0
1,Yes,No,69,Yes,Yes,No,No,One year,No,Credit card (automatic),87.3,6055.55,0
0,No,Yes,18,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.3,454.65,0
0,Yes,No,14,No,No,Yes,No,Month-to-month,No,Credit card (automatic),50.2,668.85,0
1,No,No,53,Yes,Yes,No,Yes,One year,Yes,Mailed check,96.75,5206.55,0
0,Yes,Yes,7,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,0
1,No,No,30,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,74.75,2111.3,0
0,No,Yes,18,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.65,747.2,0
1,Yes,Yes,72,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,1
0,No,No,33,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,0
0,No,Yes,4,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.8,332.45,1
0,No,No,52,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,0
0,No,Yes,20,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,374.5,1
0,Yes,Yes,6,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,153.3,0
0,Yes,Yes,72,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.65,6733.0,0
0,Yes,No,43,Yes,No,Yes,Yes,Two year,Yes,Electronic check,78.8,3460.3,0
0,No,No,12,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.15,1164.3,1
0,Yes,Yes,55,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.1,4600.95,0
0,No,No,2,No,Yes,No,No,Month-to-month,Yes,Electronic check,59.0,114.15,0
0,Yes,Yes,70,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.05,1764.75,0
0,No,No,1,No,No,No,No,Month-to-month,Yes,Mailed check,25.15,25.15,0
1,Yes,No,68,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.35,5589.3,0
0,No,No,4,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,1
0,Yes,No,72,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.45,1914.5,0
0,No,No,1,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.25,25.25,0
0,Yes,Yes,18,No,Yes,Yes,No,One year,No,Credit card (automatic),46.4,812.4,0
0,Yes,No,45,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.55,3713.95,0
0,Yes,Yes,28,No,No,Yes,No,Month-to-month,No,Electronic check,85.45,2289.9,0
0,No,No,1,No,No,No,No,Month-to-month,No,Electronic check,79.55,79.55,1
0,Yes,Yes,72,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),108.4,7767.25,0
0,No,No,57,No,No,Yes,No,Two year,Yes,Electronic check,95.25,5464.65,1
0,No,No,11,No,No,No,No,Month-to-month,Yes,Mailed check,58.95,601.6,0
0,No,No,66,No,Yes,No,No,One year,Yes,Bank transfer (automatic),88.9,6000.1,0
0,Yes,Yes,51,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,997.75,0
0,Yes,Yes,67,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.3,1688.9,0
0,No,No,18,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,1221.65,0
1,No,No,11,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.6,580.8,0
0,No,No,1,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.2,80.2,1
0,Yes,No,70,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.45,1303.5,0
0,Yes,Yes,45,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,4900.65,0
1,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,0
0,No,No,29,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.2,2607.6,0
0,Yes,No,72,No,Yes,Yes,Yes,Two year,Yes,Electronic check,108.4,7719.5,0
0,Yes,No,54,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),74.55,4191.45,0
0,Yes,No,70,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),79.4,5528.9,0
1,No,No,2,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,0
0,No,No,28,Yes,Yes,No,Yes,One year,Yes,Electronic check,59.9,1654.7,0
0,Yes,No,23,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4,1
0,No,No,24,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),49.3,1233.25,0
0,Yes,No,17,No,No,No,No,Month-to-month,No,Electronic check,92.6,1579.7,0
0,No,Yes,19,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,75.9,1375.6,0
0,No,No,1,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,0
0,No,No,69,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1713.1,0
0,Yes,No,9,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.05,801.3,0
0,No,No,53,No,No,Yes,Yes,One year,No,Credit card (automatic),54.9,3045.75,0
0,No,No,18,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.4,1380.4,0
1,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,94.0,94.0,1
0,No,Yes,13,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.95,1161.75,0
0,No,No,51,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1020.75,0
0,Yes,Yes,29,No,No,Yes,Yes,Two year,No,Mailed check,75.55,2054.4,0
0,No,No,13,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.95,257.0,0
0,Yes,Yes,18,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,309.25,0
0,No,No,3,No,No,No,Yes,Month-to-month,No,Electronic check,30.4,82.15,0
0,Yes,No,19,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.8,1130.85,0
0,Yes,No,63,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.0,5040.2,0
0,Yes,Yes,7,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,158.95,0
1,Yes,No,3,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,105.9,334.65,1
0,Yes,Yes,41,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),94.3,3893.6,0
0,Yes,Yes,54,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),60.0,3273.95,0
0,Yes,No,71,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,80.1,5585.4,0
0,Yes,No,36,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,720.05,0
0,Yes,Yes,61,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.1,7008.15,0
0,Yes,Yes,24,Yes,No,No,Yes,Month-to-month,No,Electronic check,55.15,1319.85,0
0,No,No,9,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.5,539.85,1
0,Yes,Yes,34,No,No,No,No,One year,Yes,Bank transfer (automatic),78.95,2647.2,0
1,Yes,Yes,29,No,No,Yes,No,Month-to-month,Yes,Electronic check,103.95,2964.8,0
0,Yes,No,37,No,Yes,No,Yes,One year,No,Mailed check,72.1,2658.4,0
0,No,No,37,No,Yes,No,Yes,One year,Yes,Credit card (automatic),104.5,3778.0,0
0,No,No,1,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,1
1,No,No,2,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,94.55,1
0,No,Yes,57,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.55,5012.35,0
0,No,No,9,No,No,No,No,Month-to-month,Yes,Electronic check,79.55,723.4,1
0,No,No,26,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,0
1,No,No,65,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),53.5,3517.9,0
0,Yes,No,2,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),79.7,165.0,1
1,Yes,No,10,No,No,No,No,Month-to-month,Yes,Electronic check,86.65,856.65,1
0,No,Yes,35,No,No,No,Yes,One year,Yes,Mailed check,72.1,2495.15,0
0,No,No,1,No,No,No,No,Month-to-month,Yes,Mailed check,80.85,80.85,1
0,Yes,No,28,Yes,No,No,No,Month-to-month,Yes,Mailed check,92.35,2602.9,1
0,Yes,No,57,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,1134.25,0
